Site Number ,Site Type,Site Status,Primary Descriptor
756281801,Primary,Active,"Wyllie Way, Reedy Creek"
756282301,Primary,Active,"Old Coach Rd, Reedy Creek"
756282401,Primary,Active,"Reedy Creek Rd, Varsity Lakes/Burleigh Heads"
756290401,Primary,Active,"Guineas Creek Rd, Currumbin Waters/Elanora"
756290402,Public Complaint,Active,"Murtha Dr, Elanora"
756290403,Stake Holder,Active,"Galleon Way, Currumbin Waters"
756290501,Primary,Active,"Currumbin Creek Rd, Currumbin"
756290701,Primary,Active,"Guineas Creek Rd, Elanora"
756290801,Public Complaint,Active,"Doubleview Dr, Elanora"
756290802,Primary,Active,"Avocado St, Elanora"
756290902,Primary,Active,"K P McGrath Dr, Elanora"
756290903,Primary,Active,"Tahiti Ave, Palm Beach"
756291001,School,Active,"Thrower Dr, Palm Beach"
756291002,Primary,Active,"Thrower Dr, Palm Beach"
756291003,Primary,Active,"Gold Coast Hwy, Palm Beach"
756291101,Primary,Active,"Tallebudgera Creek Rd, Tallebudgera"
756291301,Public Complaint,Active,"Nineteenth Ave, Palm Beach"
756291401,Stake Holder,Active,"Mallawa Dr, Palm Beach"
756291403,Stake Holder,Active,"Tahiti Ave, Palm Beach"
756291801,Primary,Active,"Mallawa Dr, Palm Beach"
756291901,Primary,Active,"Gold Coast Hwy, Palm Beach"
756292001,Primary,Active,"Gold Coast Hwy, Palm Beach"
756292201,Primary,Active,"Reedy Creek Rd, Burleigh Waters/Burleigh Heads"
756292202,Primary,Active,"Reedy Creek Rd, Burleigh Waters/Burleigh Heads"
756292203,Primary,Active,"West Burleigh Rd, Burleigh Heads"
756292401,Primary,Active,"Gold Coast Hwy, Palm Beach"
756300601,Primary,Active,"Gold Coast Hwy, Palm Beach"
758470001,Primary,Active,"Cunningham Hwy, Rosenthal Heights"
758471501,Primary,Active,"Glen Rd, Rosenthal Heights"
758471901,Stake Holder,Active,"Wood St (Cunningham Hwy), Warwick/Rosenthal Heights"
758472301,Public Complaint,Active,"Lyndhurst Ln, Rosenthal Heights"
758480201,Primary,Active,"Bracker Rd, Warwick"
758480601,Primary,Active,"Wallace St, Warwick"
758481101,Stake Holder,Active,"Locke St, Warwick"
758481102,Primary,Active,"Wallace St, Warwick"
758481201,Stake Holder,Active,"Dragon St, Warwick"
758481202,Stake Holder,Active,"Guy St, Warwick"
758481203,Stake Holder,Active,"Dragon St, Warwick"
758481204,School,Active,"Locke St, Warwick"
758481301,School,Active,"Palmerin St, Warwick"
758481302,Primary,Active,"McEvoy St, Warwick"
758481601,School,Active,"Clarke St, Warwick"
758481602,School,Active,"Pratten St, Warwick"
758481603,Primary,Active,"Wood St, Warwick"
758481604,Primary,Active,"Wallace St, Warwick"
758481701,Stake Holder,Active,"Grafton St, Warwick"
758481702,School,Active,"Percy St, Warwick"
758481703,Primary,Active,"Wood St, Warwick"
758481801,School,Active,"Palmerin St, Warwick"
758481802,School,Active,"Fitzroy St, Warwick"
758482201,Stake Holder,Active,"Victoria St, Warwick"
758482301,Primary,Active,"Albion St (Cunningham Hwy), Warwick"
758482302,Primary,Active,"Helene St (Cunningham Hwy), Warwick"
758482401,School,Active,"Oxenham St, Warwick"
758522101,School,Active,"Yangan-Killarney Rd, Yangan"
758761301,Primary,Active,"Currumbin Creek Rd, Currumbin Valley"
758761901,Primary,Active,"Currumbin Creek Rd, Currumbin Waters"
758762301,Public Complaint,Active,"Simpsons Rd, Elanora/Currumbin Waters"
758762302,Primary,Active,"Galleon Way, Currumbin Waters"
758762501,Primary,Active,"Stewart Rd, Currumbin Waters"
758771001,Primary,Active,"Coolangatta Rd, Coolangatta"
758771002,Primary,Active,"Coolangatta Rd, Coolangatta"
758771401,Primary,Active,"Gold Coast Hwy, Bilinga"
758771701,Primary,Active,"Pacific Mwy, Tugun"
758771702,Primary,Active,"Pacific Mwy, Tugun"
758771801,Primary,Active,"Golden Four Dr, Bilinga"
758771802,Primary,Active,"Gold Coast Hwy, Bilinga"
758780601,Primary,Active,"Dixon St, Coolangatta"
760850001,Public Complaint,Active,"Cunningham Hwy, Gore"
760850002,Public Complaint,Active,"Cunningham Hwy, Gore"
760860001,Primary,Active,"Cunningham Hwy, Gore"
760940001,Primary,Active,"New England Hwy, The Glen/ Rosenthal Heights"
760950002,Primary,Active,"New England Hwy, Rosenthal Heights"
763290001,Primary,Active,"Cunningham Hwy, Gore"
763290002,Primary,Active,"Cunningham Hwy, Gore"
763300001,Primary,Active,"Cunningham Hwy, Gore"
763400001,Primary,Active,"New England Hwy, The Glen/Leslie Dam"
763440001,School,Active,"Warwick-Killarney Rd, Murrays Bridge"
763450001,Primary,Active,"Warwick Killarney Rd, Loch Lomond"
765650001,Primary,Active,"Leichhardt Hwy, Goondiwindi"
765820001,Primary,Active,"Cunningham Hwy, Coolmunda"
765820002,Primary,Active,"Cunningham Hwy, Coolmunda"
765970001,Primary,Active,"New England Hwy, The Glen"
766041801,School,Active,"Acacia St, Killarney"
766041802,School,Active,"Willow St, Killarney"
768030001,Public Complaint,Active,"Leichhardt Hwy, Goondiwindi"
768182301,Primary,Active,"Albert St (Cunningham Hwy), Inglewood"
768190001,Primary,Active,"Cunningham Hwy, Coolmunda"
768350001,Primary,Active,"New England Hwy, Dalveen"
770290001,Public Complaint,Active,"Barwon Hwy, Goodar"
770321001,Primary,Active,"Cunningham Hwy, Goondiwindi"
770340001,Public Complaint,Active,"Cunningham Hwy, Goondiwindi"
770370001,Primary,Active,"Cunningham Hwy, Wondalli/Kurumbul"
770640001,Primary,Active,"New England Hwy, Dalveen"
772541301,Primary,Active,"Marshall St, Goondiwindi"
772541601,Primary,Active,"Russell St, Goondiwindi"
772541701,Public Complaint,Active,"Sandhurst St, Goondiwindi"
772541702,Public Complaint,Active,"Lagoon St, Goondiwindi"
772542201,Public Complaint,Active,"Boundary Rd, Goondiwindi"
772610001,Primary,Active,"Cunningham Hwy, Yelarbon"
772660001,Primary,Active,"Cunningham Hwy, Whetstone"
772860001,Stake Holder,Active,"New England Hwy, Dalveen"
775000001,Primary,Active,"New England Hwy, Thulimbah"
777010001,Primary,Active,"New England Hwy, The Summit"
777010002,Primary,Active,"New England Hwy, Applethorpe"
778970001,Primary,Active,"New England Hwy, Stanthorpe"
778970002,Primary,Active,"Texas Rd, Stanthorpe"
778970501,Primary,Active,"Britannia St, Stanthorpe"
778970502,Primary,Active,"Lock St, Stanthorpe"
778970503,Primary,Active,"Railway St, Stanthorpe"
778970504,Primary,Active,"Folkestone St, Stanthorpe"
778970505,Primary,Active,"Connor St (Stanthorpe-Texas Rd), Stanthorpe"
778980001,Primary,Active,"New England Hwy, Stanthorpe"
778980002,Primary,Active,"McKillop Ln, Stanthorpe"
778980003,Primary,Active,"New England Hwy, Applethorpe"
778980101,School,Active,"High St, Stanthorpe"
778980102,School,Active,"Connor St, Stanthorpe"
778980103,Primary,Active,"Davadi St, Stanthorpe"
778980201,Primary,Active,"High St, Stanthorpe"
778980301,Primary,Active,"Amosfield Rd (Stanthorpe-Amosfield Rd), Stanthorpe"
778980701,Primary,Active,"High St, Stanthorpe"
780830001,Primary,Active,"New England Hwy, Severnlea"
780830002,School,Active,"New England Hwy, Severnlea"
780830003,Primary,Active,"New England Hwy, Severnlea/Stanthorpe"
780840001,Primary,Active,"Sugarloaf Rd, Stanthorpe"
780842101,Primary,Active,"Wallangarra Rd, Stanthorpe"
782660001,Primary,Active,"New England Hwy, Glen Aplin"
782670001,Primary,Active,"New England Hwy, Glen Aplin"
782670002,Primary,Active,"New England Hwy, Glen Aplin"
784470001,Primary,Active,"New England Hwy, Fletcher"
784470002,Primary,Active,"New England Hwy, Fletcher"
784470003,Primary,Active,"New England Hwy, Glen Aplin"
786420001,Primary,Active,"New England Hwy, Lyra"
786420002,Primary,Active,"New England Hwy, Ballandean"
788180001,Stake Holder,Active,"New England Hwy, Ballandean/Wyberba"
788180002,Primary,Active,"New England Hwy, Wyberba"
788180003,Primary,Active,"New England Hwy, Wyberba/Lyra"
788180004,Primary,Active,"New England Hwy, Wyberba"
789940001,Primary,Active,"New England Hwy, Wallangarra"
789940002,Primary,Active,"New England Hwy, Wallangarra"
789940401,Primary,Active,"New England Hwy, Wallangarra"
153010001,Primary,Parked,"Captain Cook Hwy, Wangetti"
153020001,Primary,Parked,"Captain Cook Hwy, Macalister Range"
153020401,Primary,Parked,"Captain Cook Hwy, Ellis Beach"
159801501,School,Parked,"Progress Rd, White Rock"
165000001,Primary,Parked,"Kennedy Hwy, Walkamin"
165090002,Primary,Parked,"Bruce Hwy, Fishery Falls"
166440001,Primary,Parked,"Kennedy Hwy, Tolga"
166450001,Primary,Parked,"Kennedy Hwy, Tolga"
166540002,Primary,Parked,"Bruce Hwy, Fishery Falls"
176311301,Primary,Parked,"Bruce Hwy, Goondi Bend"
187560002,Primary,Parked,"Bruce Hwy, Friday Pocket"
244902402,Primary,Parked,"Pilkington St, Garbutt"
244910301,Primary,Parked,"Bowen Rd, Rosslea"
244910302,Primary,Parked,"Stuart Dr, Annandale/Idalia"
246831401,Primary,Parked,"North Beck Dr, Condon"
246851801,Primary,Parked,"University Rd (Bruce Hwy), Annandale/Murray"
246852201,Primary,Parked,"University Rd, Annandale"
246860002,Primary,Parked,"Bruce Hwy, Stuart"
246860003,Primary,Parked,"Bruce Hwy, Stuart"
248810001,Primary,Parked,"Flinders Hwy, Roseneath "
250780001,Primary,Parked,"Flinders Hwy, Brookhill"
256870001,Primary,Parked,"Bruce Hwy, Barratta"
256880001,Primary,Parked,"Bruce Hwy, Barratta"
256890001,Primary,Parked,"Bruce Hwy, Barratta"
256900001,Primary,Parked,"Bruce Hwy, Brandon"
273500001,Primary,Parked,"Bruce Hwy, Guthalungra"
275630001,Primary,Parked,"Bruce Hwy, Guthalungra"
282320001,Primary,Parked,"Bruce Hwy, Bowen"
284570001,Primary,Parked,"Bruce Hwy, Bowen"
284580001,Primary,Parked,"Bruce Hwy, Bowen"
291510302,Primary,Parked,"Shute Harbour Rd, Cannonvale"
291510501,Primary,Parked,"Valley Dr, Cannonvale "
291510901,Primary,Parked,"Shute Harbour Rd, Cannonvale"
317550002,Primary,Parked,"Barkly Hwy, Cloncurry "
319690002,Primary,Parked,"Barkly Hwy, Mount Isa"
331020001,Primary,Parked,"Bruce Hwy, Hampden"
333380001,Primary,Parked,"Bruce Hwy, Hampden"
338121802,Primary,Parked,"Paradise St, South Mackay"
345160001,Primary,Parked,"Peak Downs Hwy, Eton"
345170001,Primary,Parked,"Peak Downs Hwy, Eton"
357160001,Primary,Parked,"Bruce Hwy, Koumala"
359590001,Primary,Parked,"Bruce Hwy, Koumala"
406290001,Primary,Parked,"Bruce Hwy, St Lawrence"
463390301,Primary,Parked,"Landsborough Hwy, Longreach"
466850101,Primary,Parked,"Gregory Hwy, Emerald"
469521703,Primary,Parked,"Hospital Rd, Emerald"
469522101,Primary,Parked,"Hospital Rd, Emerald"
480940001,Primary,Parked,"Bruce Hwy, Marmor"
514160001,Primary,Parked,"Dawson Hwy, Dumgree"
517281101,Primary,Parked,"Round Hill Rd, Agnes Water"
520040001,Primary,Parked,"Bruce Hwy, Bororen"
520040002,Primary,Parked,"Bruce Hwy, Bororen"
520040003,Primary,Parked,"Bruce Hwy, Bororen"
522930001,Primary,Parked,"Bruce Hwy, Miriam Vale"
525571501,School,Parked,"Gladstone Rd, Biloela"
528340001,Primary,Parked,"Dawson Hwy, Banana"
588010301,Primary,Parked,"Torquay Rd, Pialba"
591040001,Primary,Parked,"Torbanlea-Pialba Rd, Burgowan"
591040002,Primary,Parked,"Old Toogoom Rd, Burgowan"
591040201,Primary,Parked,"Burgowan Rd, Torbanlea"
591050002,Primary,Parked,"Old Toogoom Rd, Beelbi Creek "
591090002,Primary,Parked,"Main St, Nikenbah"
591092201,Primary,Parked,"McLiver St, Pialba/Kawungan"
591092401,Stake Holder,Parked,"Tavistock St, Torquay"
591092403,Stake Holder,Parked,"Denmans Camp Rd, Torquay/Kawungan"
591102302,Primary,Parked,"Elizabeth St, Urangan"
594170001,Primary,Parked,"Booral Rd, Bunya Creek"
594191201,Primary,Parked,"River Heads Rd, Booral, Hervey Bay"
594192201,Primary,Parked,"Booral Rd, Booral"
606431201,Primary,Parked,"Guava St, Maryborough"
606431202,Primary,Parked,"Guava St, Maryborough"
606431601,Primary,Parked,"Alice St, Maryborough"
636930002,Primary,Parked,"Bruce Hwy, Gunalda"
645630001,Primary,Parked,"Bruce Hwy, Chatsworth"
645650001,Primary,Parked,"Sandy Creek Rd, Veteran"
648190001,Primary,Parked,"Gympie Woolooga Rd, Widgee"
648190002,Primary,Parked,"Gympie Woolooga Rd, Widgee"
648230501,Primary,Parked,"Bruce Hwy, Gympie"
648230901,Primary,Parked,"Violet St (Bruce Hwy), Gympie"
648250001,Primary,Parked,"Tin Can Bay Rd, Canina"
650710001,Primary,Parked,"Glastonbury Rd (Gympie Woolooga Rd), Glastonbury"
650720001,Primary,Parked,"Glastonbury Rd (Gympie Woolooga Rd), Glastonbury"
655610001,Primary,Parked,"Bruce Hwy, Kybong"
655610002,Primary,Parked,"Bruce Hwy, Kybong"
655610003,Primary,Parked,"Bruce Hwy, Kybong"
659680001,Primary,Parked,"Carnarvon Hwy, Orange Hill"
664530001,Primary,Parked,"Warrego Hwy, Roma"
670300001,Primary,Parked,"Eumundi-Kenilworth Rd, Kenilworth"
672710001,Primary,Parked,"Maleny Kenilworth Rd, Kenilworth"
672791101,Primary,Parked,"David Low Way, Marcoola"
677631901,Primary,Parked,"Parkyn Pde, Mooloolaba"
679220001,Primary,Parked,"Carnarvon Hwy, Tingun"
680030002,Road works,Parked,"Bruce Hwy, Palmview"
689680301,Primary,Parked,"D'Aguilar Hwy, Woodford"
697071701,Primary,Parked,"Bruce Hwy, Caboolture"
699520001,Primary,Parked,"Caboolture River Rd, Upper Caboolture"
699530801,Primary,Parked,"Oakey Flat Rd, Morayfield"
699540002,Primary,Parked,"Beachmere Rd, Beachmere"
699540003,Primary,Parked,"Beachmere Rd, Caboolture"
699540601,Primary,Parked,"Graham Rd, Morayfield"
699542202,Primary,Parked,"Bruce Hwy, Caboolture"
701970002,Primary,Parked,"Mt Mee Rd, Oceanview"
701991101,Primary,Parked,"Oakey Flat Rd, Burpengary/Morayfield"
701991501,Primary,Parked,"Station Rd, Burpengary"
701991502,Primary,Parked,"O'Brien Rd, Burpengary"
701992301,Primary,Parked,"Oakey Flat Rd, Morayfield"
701992501,Primary,Parked,"Morayfield Rd, Burpengary"
701992502,Primary,Parked,"Lindsay Rd, Morayfield"
702000601,Primary,Parked,"Bruce Hwy Eastern Service Rd, Burpengary East"
702000801,Stake Holder,Parked,"Old Bay Rd, Burpengary East"
702000901,Stake Holder,Parked,"Old Bay Rd, Burpengary East"
704402102,Primary,Parked,"Mt Mee Rd, Dayboro"
704420501,Primary,Parked,"Narangba Rd, Kurwongbah"
704422101,Primary,Parked,"Oakey Flat Rd, Narangba"
704430302,Public Complaint,Parked,"Diamond Jubilee Way, North Lakes"
704430303,Public Complaint,Parked,"Diamond Jubilee Way, North Lakes"
704431901,Primary,Parked,"Deception Bay Rd, Deception Bay"
704432201,Primary,Parked,"Deception Bay Rd, Deception Bay"
704450902,Primary,Parked,"Sunnyside Rd, Scarborough"
706840002,Primary,Parked,"Mt Samson Rd, Kobble Creek"
706840003,Primary,Parked,"Mt Samson Rd, Samsonvale"
706850002,Primary,Parked,"Shea Rd, Kurwongbah"
706860002,Primary,Parked,"Margaret Rd, Kurwongbah"
706860003,Primary,Parked,"Moore Rd, Kurwongbah"
706861001,Primary,Parked,"Torrens Rd, Kurwongbah/Petrie"
706870403,Primary,Parked,"Ogg Rd, Murrumba Downs"
706870503,Primary,Parked,"Brays Rd, Murrumba Downs"
706871005,Primary,Parked,"Anzac Ave, Kallangur"
706871702,Primary,Parked,"Old Gympie Rd, Dakabin/Kallangur"
706872001,Public Complaint,Parked,"Diamond Jubilee Way, North Lakes"
706872002,Public Complaint,Parked,"Diamond Jubilee Way, North Lakes"
706872202,Primary,Parked,"Old Gympie Rd, Dakabin"
706881201,Primary,Parked,"Kinsellas Rd E, Mango Hill"
706881601,Primary,Parked,"Kinsellas Rd W, Mango Hill"
706892201,Primary,Parked,"Klingner Rd, Kippa-Ring"
706892202,Primary,Parked,"Boardman Rd, Kippa-Ring"
708960001,Stake Holder,Parked,"Dalby-Cecil Plains Rd, St Ruth"
709280002,Primary,Parked,"Clear Mountain Rd, Cashmere/Clear Mountain"
709280003,Primary,Parked,"Clear Mountain Rd, Cashmere/Clear Mountain"
709290201,Primary,Parked,"Kremzow Rd, Warner"
709291101,Primary,Parked,"Samsonvale Rd, Joyner/Cashmere"
709291201,Primary,Parked,"Samsonvale Rd, Warner/Joyner"
709292301,Primary,Parked,"Youngs Crossing Rd, Joyner"
709301301,Primary,Parked,"Bells Pocket Rd, Lawnton"
709301701,Primary,Parked,"Lawnton Pocket Rd, Lawnton"
709302101,Primary,Parked,"Dayboro Rd, Petrie"
709311701,Primary,Parked,"Dohles Rocks Rd, Griffin"
711690003,Primary,Parked,"Cedar Creek Rd, Closeburn"
711700001,Primary,Parked,"Eatons Crossing Rd, Draper"
711700002,Primary,Parked,"Eatons Crossing Rd, Eatons Hill/Clear Mountain"
711700004,Primary,Parked,"Mt Samson Rd, Yugar"
711711301,Primary,Parked,"Eatons Crossing Rd, Eatons Hill/Warner"
711711302,Primary,Parked,"Eatons Crossing Rd, Eatons Hill/Warner"
711711401,Primary,Parked,"Eatons Crossing Rd, Eatons Hill/Warner"
711711402,Primary,Parked,"South Pine Rd, Brendale/Warner"
711711701,Primary,Parked,"Eatons Crossing Rd, Eatons Hill/Warner"
711712001,Primary,Parked,"South Pine Rd, Brendale"
711720401,Primary,Parked,"Beams Rd, Carseldine"
711720501,Primary,Parked,"Beams Rd, Carseldine"
714160501,Primary,Parked,"Gympie Rd, Kedron"
714160502,Primary,Parked,"Gympie Rd, Chermside"
714161402,Primary,Parked,"Gympie Rd, Aspley"
714170403,Primary,Parked,"Melton Rd, Northgate"
716471601,Primary,Parked,"Woolmer Rd, Highfields"
716471801,Primary,Parked,"Highfields Rd, Highfields"
716682502,Primary,Parked,"Gympie Rd, Kedron"
716690602,Primary,Parked,"McLennan St, Albion"
716691601,Primary,Parked,"Gympie Rd, Kedron"
716692101,Primary,Parked,"Edinburgh Castle Rd, Kedron"
716692501,Primary,Parked,"Southern Cross Way, Nundah"
719140501,Primary,Parked,"River Tce, Kangaroo Point"
719140907,Primary,Parked,"Merivale St, South Brisbane"
719141003,Primary,Parked,"Mary St, Brisbane City"
719151301,Primary,Parked,"Hawthorne Rd, Hawthorne"
721411001,Primary,Parked,"Margaret St, East Toowoomba"
721612401,Primary,Parked,"Moggill Rd, Indooroopilly"
721641501,Primary,Parked,"Old Cleveland Rd, Belmont"
721650901,Primary,Parked,"Old Cleveland Rd, Chandler"
723891702,Primary,Parked,"Ruthven St (New England Hwy), Kearneys Spring"
724060301,Primary,Parked,"Warrego Hwy, Riverview/Bundamba"
724150102,Primary,Parked,"Panorama Dr, Thornlands"
724150801,Primary,Parked,"Cleveland-Redland Bay Rd, Thornlands"
726521302,Primary,Parked,"Queen Victoria Pde, Ipswich"
726530301,Primary,Parked,"Cunningham Hwy, New Chum"
726532501,Primary,Parked,"Warrego Hwy, Dinmore"
726590001,Primary,Parked,"School Rd, Rochedale"
726590801,Primary,Parked,"Pacific Mwy, Underwood"
726590802,Primary,Parked,"Rochedale Rd, Rochedale South"
726591101,Primary,Parked,"Gateway Mwy, Runcorn"
726621001,Primary,Parked,"Cleveland-Redland Bay Rd, Victoria Point"
729012301,Primary,Parked,"Redbank Plains Rd, Redbank Plains/Bellbird Park"
729031001,Primary,Parked,"Johnson Rd, Heathwood/Forestdale"
729050701,Primary,Parked,"Logan Mwy, Drewvale"
731560001,Primary,Parked,"Beenleigh-Redland Bay Rd, Carbrook"
734002401,Stake Holder,Parked,"Waterford-Tamborine Rd, Waterford"
734020001,Primary,Parked,"Pacific Mwy, Yatala"
736491001,Stake Holder,Parked,"Lahrs Road, Ormeau"
736491901,Primary,Parked,"Pacific Mwy, Ormeau"
736492002,Primary,Parked,"Pacific Mwy, Ormeau"
736492401,Primary,Parked,"Pacific Mwy, Yatala"
738960001,Primary,Parked,"Pacific Mwy, Pimpama"
738960801,Primary,Parked,"Pacific Mwy, Pimpama"
738961201,Primary,Parked,"Pacific Mwy, Pimpama"
738962101,Primary,Parked,"Pacific Mwy, Ormeau"
741510101,Primary,Parked,"Pacific Mwy, Coomera"
741511701,Primary,Parked,"Foxwell Rd, Coomera"
743970101,Primary,Parked,"Pacific Mwy, Oxenford"
743970601,Primary,Parked,"Pacific Mwy, Helensvale"
743971601,Primary,Parked,"Pacific Mwy, Oxenford"
743971701,School,Parked,"Helensvale Rd, Helensvale"
746420001,Primary,Parked,"Beaudesert-Nerang Rd, Mount Nathan/Maudsland"
746420002,Primary,Parked,"Beaudesert-Nerang Rd, Mount Nathan"
746431101,Primary,Parked,"Pitcairn Way, Pacific Pines"
746431801,Primary,Parked,"Pacific Mwy, Gaven"
748700001,Primary,Parked,"Cunningham Hwy, Tregony"
748890301,Primary,Parked,"Spencer Rd, Carrara"
748890302,Primary,Parked,"Pacific Mwy, Highland Park"
748890303,Stake Holder,Parked,"Pacific Mwy, Carrara"
748891501,Primary,Parked,"Southport-Nerang Rd, Ashmore/Molendinar"
